program_abbr,catalog_program_id,requirement_id,requirement_type,label,year,semester_index,semester_label,option_min_count,option_index,course_code,numeric_code,course_title,metu_credit,contact_hours,lab_hours,ects,source_url,review_status
CHE,563,REQ-0015,required_course,CHEM 220,2,3,Third Semester,1,1,CHEM 220,2340220,ORGANIC CHEMISTRY,4,3,2,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0016,required_course,MATH 219,2,3,Third Semester,1,1,MATH 219,2360219,INTRODUCTION TO DIFFERENTIAL EQUATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0017,required_course,CHE 203,2,3,Third Semester,1,1,CHE 203,5630203,CHEMICAL PROCESS CALCULATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0018,required_course,ENG 211,2,3,Third Semester,1,1,ENG 211,6390211,ACADEMIC SPEAKING SKILLS,3,3,1,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0019,required_course,OHS 301,2,3,Third Semester,1,1,OHS 301,8770301,OCCUPATIONAL HEALTH AND SAFETY - II,0,0,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0020,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,1,HIST 2201,2402201,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0020,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,2,HIST 2205,2402205,HISTORY OF THE TURKISH REVOLUTION I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0021,restricted_elective_pool,RESTRICTED ELECTIVE,2,3,Third Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0022,required_course,CHEM 230,2,4,Fourth Semester,1,1,CHEM 230,2340230,ANALYTICAL CHEMISTRY FOR ENGINEERS,4,3,2,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0023,required_course,ES 361,2,4,Fourth Semester,1,1,ES 361,5610361,COMPUTING METHODS IN ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0024,required_course,CHE 204,2,4,Fourth Semester,1,1,CHE 204,5630204,THERMODYNAMICS I,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0025,required_course,CHE 222,2,4,Fourth Semester,1,1,CHE 222,5630222,FLUID MECHANICS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0026,required_course,METE 230,2,4,Fourth Semester,1,1,METE 230,5700230,FUNDAMENTALS OF MATERIALS SCIENCE AND ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0027,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,1,HIST 2202,2402202,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0027,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,2,HIST 2206,2402206,HISTORY OF THE TURKISH REVOLUTION II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0028,required_course,CHEM 353,3,5,Fifth Semester,1,1,CHEM 353,2340353,PHYSICAL CHEMISTRY II,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0029,required_course,ECON 210,3,5,Fifth Semester,1,1,ECON 210,3110210,PRINCIPLES OF ECONOMICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0030,summer_practice,CHE 300,3,5,Fifth Semester,1,1,CHE 300,5630300,SUMMER PRACTICE,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0031,required_course,CHE 305,3,5,Fifth Semester,1,1,CHE 305,5630305,THERMODYNAMICS II,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0032,required_course,CHE 327,3,5,Fifth Semester,1,1,CHE 327,5630327,HEAT & MASS TRANSFER OPERATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0033,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,1,TURK 105,6420105,TURKISH I,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0033,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,2,TURK 201,6420201,ELEMENTARY TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0033,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,3,TURK 303,6420303,TURKISH I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0034,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,3,5,Fifth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0035,required_course,CHE 311,3,6,Sixth Semester,1,1,CHE 311,5630311,CHEMICAL REACTION ENGINEERING,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0036,required_course,CHE 320,3,6,Sixth Semester,1,1,CHE 320,5630320,CHEMICAL ENGINEERING LABORATORY I,2,0,4,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0037,required_course,CHE 328,3,6,Sixth Semester,1,1,CHE 328,5630328,SEPARATION PROCESSES,4,3,2,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0038,required_course,CHE 352,3,6,Sixth Semester,1,1,CHE 352,5630352,MATHEMATICAL MODELING IN CHEMICAL ENG.,3,3,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0039,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,1,TURK 106,6420106,TURKISH II,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0039,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,2,TURK 202,6420202,INTERMEDIATE TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0039,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,3,TURK 304,6420304,TURKISH II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0040,restricted_elective_pool,RESTRICTED ELECTIVE,3,6,Sixth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0041,summer_practice,CHE 400,4,7,Seventh Semester,1,1,CHE 400,5630400,SUMMER PRACTICE II,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0042,required_course,CHE 407,4,7,Seventh Semester,1,1,CHE 407,5630407,PROCESS CONTROL,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0043,required_course,CHE 410,4,7,Seventh Semester,1,1,CHE 410,5630410,CHEMICAL ENGINEERING LABORATORY II,2,0,4,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0044,required_course,CHE 417,4,7,Seventh Semester,1,1,CHE 417,5630417,CHEMICAL ENGINEERING DESIGN I,4,3,2,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0045,required_course,CHE 423,4,7,Seventh Semester,1,1,CHE 423,5630423,CHEMICAL ENGINEERING ECONOMICS,3,3,0,3.5,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0046,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0047,required_course,CHE 418,4,8,Eighth Semester,1,1,CHE 418,5630418,CHEMICAL ENGINEERING DESIGN II,4,3,2,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0048,required_course,CHE 420,4,8,Eighth Semester,1,1,CHE 420,5630420,CHEMICAL ENGINEERING LABORATORY III,2,0,4,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0049,free_elective_pool,FREE ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0050,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0051,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
CHE,563,REQ-0052,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=563,scraped
