program_abbr,catalog_program_id,requirement_id,requirement_type,label,year,semester_index,semester_label,option_min_count,option_index,course_code,numeric_code,course_title,metu_credit,contact_hours,lab_hours,ects,source_url,review_status
ME,569,REQ-0011,required_course,BA 100,1,2,Second Semester,1,1,BA 100,3120100,CAREER PLANNING,0,1,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0012,required_course,ME 110,1,2,Second Semester,1,1,ME 110,5690110,INTRODUCTION TO MECHANICAL ENGINEERING,2,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0013,required_course,ENG 102,1,2,Second Semester,1,1,ENG 102,6390102,ENGLISH FOR ACADEMIC PURPOSES II,4,4,1,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0014,required_course,MATH 219,2,3,Third Semester,1,1,MATH 219,2360219,INTRODUCTION TO DIFFERENTIAL EQUATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0015,required_course,EE 209,2,3,Third Semester,1,1,EE 209,5670209,FUNDAMENTALS OF ELECTRICAL&ELECTRO. EN,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0016,required_course,ME 203,2,3,Third Semester,1,1,ME 203,5690203,THERMODYNAMICS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0017,required_course,ME 205,2,3,Third Semester,1,1,ME 205,5690205,STATICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0018,required_course,METE 230,2,3,Third Semester,1,1,METE 230,5700230,FUNDAMENTALS OF MATERIALS SCIENCE AND ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0019,required_course,ENG 211,2,3,Third Semester,1,1,ENG 211,6390211,ACADEMIC SPEAKING SKILLS,3,3,1,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0020,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,1,HIST 2201,2402201,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0020,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,2,HIST 2205,2402205,HISTORY OF THE TURKISH REVOLUTION I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0021,required_course,ME 202,2,4,Fourth Semester,1,1,ME 202,5690202,MANUFACTURING TECHNOLOGIES,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0022,required_course,ME 204,2,4,Fourth Semester,1,1,ME 204,5690204,THERMODYNAMICS II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0023,required_course,ME 206,2,4,Fourth Semester,1,1,ME 206,5690206,STRENGTH OF MATERIALS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0024,required_course,ME 208,2,4,Fourth Semester,1,1,ME 208,5690208,DYNAMICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0025,required_course,ME 210,2,4,Fourth Semester,1,1,ME 210,5690210,APPLIED MATH. FOR MECHANICAL ENGINEERS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0026,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,1,HIST 2202,2402202,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0026,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,2,HIST 2206,2402206,HISTORY OF THE TURKISH REVOLUTION II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0027,required_course,ECON 210,3,5,Fifth Semester,1,1,ECON 210,3110210,PRINCIPLES OF ECONOMICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0028,summer_practice,ME 300,3,5,Fifth Semester,1,1,ME 300,5690300,SUMMER PRACTICE I,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0029,required_course,ME 301,3,5,Fifth Semester,1,1,ME 301,5690301,THEORY OF MACHINES I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0030,required_course,ME 303,3,5,Fifth Semester,1,1,ME 303,5690303,MANUFACTURING ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0031,required_course,ME 305,3,5,Fifth Semester,1,1,ME 305,5690305,FLUID MECHANICS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0032,required_course,ME 307,3,5,Fifth Semester,1,1,ME 307,5690307,MACHINE ELEMENTS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0033,required_course,ME 311,3,5,Fifth Semester,1,1,ME 311,5690311,HEAT TRANSFER,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,1,TURK 105,6420105,TURKISH I,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,2,TURK 201,6420201,ELEMENTARY TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,3,TURK 303,6420303,TURKISH I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0035,required_course,ME 302,3,6,Sixth Semester,1,1,ME 302,5690302,THEORY OF MACHINES II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0036,required_course,ME 304,3,6,Sixth Semester,1,1,ME 304,5690304,CONTROL SYSTEMS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0037,required_course,ME 306,3,6,Sixth Semester,1,1,ME 306,5690306,FLUID MECHANICS II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0038,required_course,ME 308,3,6,Sixth Semester,1,1,ME 308,5690308,MACHINE ELEMENTS II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0039,required_course,ME 310,3,6,Sixth Semester,1,1,ME 310,5690310,NUMERICAL METHODS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0040,required_course,ME 312,3,6,Sixth Semester,1,1,ME 312,5690312,THERMAL ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,1,TURK 106,6420106,TURKISH II,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,2,TURK 202,6420202,INTERMEDIATE TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,3,TURK 304,6420304,TURKISH II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0042,summer_practice,ME 400,4,7,Seventh Semester,1,1,ME 400,5690400,SUMMER PRACTICE II,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0043,required_course,ME 407,4,7,Seventh Semester,1,1,ME 407,5690407,MECHANICAL ENGINEERING DESIGN,3,2,2,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0044,required_course,OHS 301,4,7,Seventh Semester,1,1,OHS 301,8770301,OCCUPATIONAL HEALTH AND SAFETY - II,0,0,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0045,free_elective_pool,FREE ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0046,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0047,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0048,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0049,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0050,required_course,ME 410,4,8,Eighth Semester,1,1,ME 410,5690410,MECHANICAL ENGINEERING SYSTEMS LAB.,3,2,2,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0051,restricted_elective_pool,RESTRICTED ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0052,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0053,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
ME,569,REQ-0054,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=569,scraped
