program_abbr,catalog_program_id,requirement_id,requirement_type,label,year,semester_index,semester_label,option_min_count,option_index,course_code,numeric_code,course_title,metu_credit,contact_hours,lab_hours,ects,source_url,review_status
FDE,573,REQ-0011,required_course,MATH 120,1,2,Second Semester,1,1,MATH 120,2360120,CALCULUS OF FUNCTIONS OF SEVERAL VARIABLES,5,4,2,7.5,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0012,required_course,BA 100,1,2,Second Semester,1,1,BA 100,3120100,CAREER PLANNING,0,1,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0013,required_course,ME 105,1,2,Second Semester,1,1,ME 105,5690105,COMPUTER AIDED ENGINEERING GRAPHICS,3,2,2,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0014,required_course,ENG 102,1,2,Second Semester,1,1,ENG 102,6390102,ENGLISH FOR ACADEMIC PURPOSES II,4,4,1,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0015,required_course,CHEM 229,2,3,Third Semester,1,1,CHEM 229,2340229,ORGANIC CHEMISTRY FOR ENGINEERS,4,3,2,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0016,required_course,MATH 219,2,3,Third Semester,1,1,MATH 219,2360219,INTRODUCTION TO DIFFERENTIAL EQUATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0017,required_course,FDE 201,2,3,Third Semester,1,1,FDE 201,5730201,MATERIAL AND ENERGY BALANCES,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0018,required_course,ENG 211,2,3,Third Semester,1,1,ENG 211,6390211,ACADEMIC SPEAKING SKILLS,3,3,1,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0019,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,1,HIST 2201,2402201,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0019,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,2,HIST 2205,2402205,HISTORY OF THE TURKISH REVOLUTION I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0020,free_elective_pool,FREE ELECTIVE,2,3,Third Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0021,required_course,CHEM 230,2,4,Fourth Semester,1,1,CHEM 230,2340230,ANALYTICAL CHEMISTRY FOR ENGINEERS,4,3,2,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0022,required_course,ECON 210,2,4,Fourth Semester,1,1,ECON 210,3110210,PRINCIPLES OF ECONOMICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0023,required_course,CHE 204,2,4,Fourth Semester,1,1,CHE 204,5630204,THERMODYNAMICS I,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0024,required_course,FDE 224,2,4,Fourth Semester,1,1,FDE 224,5730224,FOOD ENGINEERING OPERATIONS I,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0025,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,1,HIST 2202,2402202,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0025,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,2,HIST 2206,2402206,HISTORY OF THE TURKISH REVOLUTION II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0026,restricted_elective_pool,RESTRICTED ELECTIVE,2,4,Fourth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0027,required_course,ES 303,3,5,Fifth Semester,1,1,ES 303,5610303,STATISTICAL METHODS FOR ENGINEERS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0028,summer_practice,FDE 300,3,5,Fifth Semester,1,1,FDE 300,5730300,SUMMER PRACTICE I,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0029,required_course,FDE 305,3,5,Fifth Semester,1,1,FDE 305,5730305,FOOD MICROBIOLOGY LAB.,1,0,2,1.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0030,required_course,FDE 311,3,5,Fifth Semester,1,1,FDE 311,5730311,FOOD MICROBIOLOGY,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0031,required_course,FDE 313,3,5,Fifth Semester,1,1,FDE 313,5730313,FOOD CHEMISTRY,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0032,required_course,FDE 321,3,5,Fifth Semester,1,1,FDE 321,5730321,FOOD ENGINEERING OPERATIONS II,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0033,required_course,OHS 301,3,5,Fifth Semester,1,1,OHS 301,8770301,OCCUPATIONAL HEALTH AND SAFETY - II,0,0,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,1,TURK 105,6420105,TURKISH I,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,2,TURK 201,6420201,ELEMENTARY TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0034,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,3,TURK 303,6420303,TURKISH I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0035,required_course,CHE 423,3,6,Sixth Semester,1,1,CHE 423,5630423,CHEMICAL ENGINEERING ECONOMICS,3,3,0,3.5,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0036,required_course,FDE 310,3,6,Sixth Semester,1,1,FDE 310,5730310,FOOD MATERIALS LAB.,1,0,2,1.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0037,required_course,FDE 314,3,6,Sixth Semester,1,1,FDE 314,5730314,PHYSICAL PROPERTIES OF FOOD MATERIALS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0038,required_course,FDE 320,3,6,Sixth Semester,1,1,FDE 320,5730320,APPLIED KINETICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0039,required_course,FDE 324,3,6,Sixth Semester,1,1,FDE 324,5730324,FOOD ENGINEERING OPERATIONS III,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0040,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,1,TURK 106,6420106,TURKISH II,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0040,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,2,TURK 202,6420202,INTERMEDIATE TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0040,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,3,TURK 304,6420304,TURKISH II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0041,technical_elective_pool,TECHNICAL ELECTIVE,3,6,Sixth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0042,summer_practice,FDE 400,4,7,Seventh Semester,1,1,FDE 400,5730400,SUMMER PRACTICE II,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0043,required_course,FDE 413,4,7,Seventh Semester,1,1,FDE 413,5730413,FOOD TECHNOLOGY,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0044,required_course,FDE 425,4,7,Seventh Semester,1,1,FDE 425,5730425,FOOD ENGINEERING DESIGN,4,2,4,8.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0045,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0046,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0047,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0048,required_course,FDE 416,4,8,Eighth Semester,1,1,FDE 416,5730416,FOOD ENG.OPERATIONS LAB.,3,1,4,8.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0049,required_course,FDE 426,4,8,Eighth Semester,1,1,FDE 426,5730426,FOOD PRODUCT AND PLANT DESIGN,3,1,4,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0050,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0051,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
FDE,573,REQ-0052,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=573,scraped
